main,tp,fn,fp,tn,accuracy,precision,recall
6000/10,64,36,35,65,0.645,0.6464646464646465,0.64
6000/10,78,22,16,84,0.81,0.8297872340425532,0.78
6000/10,78,22,17,83,0.805,0.8210526315789474,0.78
6000/10,78,22,17,83,0.805,0.8210526315789474,0.78
